,risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id,churn_flag,deposit_per_time,equity_volatility,avg_rolling_5day_avg,sd_rolling_5day_avg,avg_rolling_5day_sum,sd_rolling_5day_sum,avg_equity_growth_rate,equity_volatility_growth_rate,ndays_above10,avg_equity,equity_delta_start_to_end,ndays_from_2017_08_18,max_streak_duration
25,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,21.4719833333,adr,25.0,short_time_horizon,c96724b6ba588a8ebaa00e44f48d599f,0,1.112496375117628,0.04993729072036488,28.97545616,27.890894465672567,144.8772808,139.45447232836284,2.0188509777908025e-05,0.001482366318601007,252,27.136507936507936,0.13000000000000256,1,79
26,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,19.1435833333,stock,10.0,long_time_horizon,013af61a0a1c2cbef974b88fd4cd8b34,0,0.49643600319455977,217.6786546976346,346.05148959999997,441.2145433245627,1730.257448,2206.072716622814,0.01213825032544308,0.08408063078001182,252,323.04959761904763,645.1729,1,79
27,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,4.71173333333,stock,50.0,short_time_horizon,8c41f7ac77c5487dc61a1bc7754c1f1b,0,8.75391007984077,1.9466429315766238,24.521735652173913,74.44740576945115,122.60867826086955,372.2370288472558,0.0001932097393714517,0.0336338302989196,138,12.777536231884058,-0.5,11,52
28,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,12.3519666667,stock,100.0,short_time_horizon,fadd47d24759e87fe4e6dc49800d314e,0,7.489533377086798,3.828672598243665,75.948648,58.86004744745028,379.74324,294.3002372372512,-0.00027058025287885276,0.010484441980080314,252,71.91,-5.700000000000003,1,79
29,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,14.8278833333,stock,200.0,short_time_horizon,0c2cc46a5d5eeedd3a2c54e59b15e01a,0,12.635928366948699,56.96523212215621,329.18758153846153,109.6006214297694,1645.9379076923076,548.003107148847,0.00348128121806184,0.08346771628229513,182,321.50063186813185,47.30000000000001,0,52
30,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,52.5490166667,stock,10.0,long_time_horizon,0aed336cdbbd2e9e664d053d877678c8,0,0.18674479238791702,47.85910637603495,117.112952,212.91056190903655,585.56476,1064.5528095451828,-0.0021928466751066178,0.045638163364911256,252,104.44365079365079,-114.80000000000001,1,79
31,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,c840d6ccb5a43a68312e3ae11ee1ac6a,0,100.0,15.440816329759333,87.32843373493975,105.49400426825606,436.6421686746988,527.4700213412805,-0.002030855407528163,0.017499869247647393,252,80.81634920634922,-46.98,2,79
32,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,17.97345,stock,100.0,short_time_horizon,209cbf0d52efd985e9a15aad05ee1e3a,1,5.270522756799633,121.38589623574228,258.49289361702125,478.5919540998981,1292.4644680851063,2392.9597704994903,0.006552077909369033,0.2394138451761546,141,215.91978723404253,-190.14000000000001,17,52
33,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,11.9484166667,stock,50.0,short_time_horizon,44a2d398d8783c29f605f3528b6f5eb7,1,3.8614759848273303,1696.8289297235842,1718.1990497737556,1678.8597152735078,8590.995248868778,8394.298576367539,1.309446475147192,19.606429182104893,223,1716.4107623318384,1520.75,1,79
34,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,2.36883333333,stock,500.0,med_time_horizon,253352d8347caa7f3de8bb1096df9a4f,0,148.41933409206788,1035.0425319190165,3550.8384335458168,963.7708149712565,17754.192167729085,4818.854074856282,0.008670361388753592,0.10548263264392052,251,3589.530119521912,3530.3,0,79
35,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,35.7030833333,stock,50.0,short_time_horizon,e856013301948923da8a7ee15b34ba62,0,1.362283368564732,55.00715489758614,218.59985260273973,845.9106605989167,1092.9992630136985,4229.553302994583,0.04263922014813278,0.4443676193960244,146,137.04048150684932,211.35,0,52
36,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,5.04601666667,stock,1000.0,med_time_horizon,04c47852fa5831f191b831e221d2619a,0,165.39815470782946,38447.505548107445,39478.257127729084,38154.20870607886,197391.2856386454,190771.04353039432,0.02846963066167694,0.2591947359980223,251,40270.146539840636,96724.64,0,79
37,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,71.8712833333,stock,100.0,med_time_horizon,536b742882c3d61b4aa4b123594fb769,0,1.3722826801693362,510.3658039011971,1411.8555321138213,503.4884483027575,7059.277660569106,2517.4422415137874,0.020301078878697174,0.2495393512107726,246,1408.2796085365853,1298.1286,1,79
38,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.668,stock,60.0,long_time_horizon,537a299337df9e671c1918aca7dd64cf,0,35.97122302158273,1747.0065576335921,3354.96249224,1730.540144662802,16774.8124612,8652.70072331401,0.012785252559959687,0.08986034166462892,252,3371.8342734126986,5101.304,1,79
39,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,long_time_horizon,b3c8ac89ab421e27d0d8da0d278bc638,0,1000.0,151.68362399189547,820.8340239043824,4220.469999992863,4104.170119521913,21102.34999996432,0.0031513738445389573,0.0484216466481296,251,552.8717529880478,333.39,0,79
40,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,6.58586666667,stock,50.0,short_time_horizon,e5ba46f1ff7c44025a2048b70e12ce52,0,6.5912046964501565,11.863449021421506,83.14172454183267,41.16328907127152,415.70862270916336,205.81644535635758,-0.0011318735582826179,0.03168259744709878,252,79.87484126984127,-27.690000000000005,0,79
41,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,89.7789333333,stock,20.0,short_time_horizon,7fa9742f1f7874003e5083aa143b48a1,0,0.22031543294928202,35.17338038674543,419.08149999999995,905.5055794611767,2095.4075,4527.527897305883,0.11713124927691089,0.6397777855822253,28,65.42285714285714,61.480000000000004,147,25
42,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,2.23576666667,mlp,150.0,long_time_horizon,49244824562c2d157846334ab995af29,0,46.35686545172565,3026.079728457271,4033.0019488484845,2985.6448785141856,20165.009744242423,14928.224392570932,0.044096683946862884,0.2704063049975908,165,4124.491926060607,8284.19,0,52
43,med_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,1.28068333333,stock,39.0,short_time_horizon,1d7753decc8ab644e8b03b79d6f43eaa,0,17.100138116525166,0.9294895788511993,80.6963157894737,233.68155542308622,403.48157894736846,1168.4077771154311,0.0060015160806837714,0.0442074285357685,19,19.112105263157893,1.7200000000000024,164,15
44,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.32683333333,stock,200.0,short_time_horizon,5761fd7c2bd8ace1e71fcf289d12ab94,1,31.611390637776463,418.2809485631687,1020.425861025641,1181.961517392638,5102.1293051282055,5909.807586963191,1.6163151784248053,10.124825539972127,39,752.8917948717948,858.61,0,40
45,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,35.1944333333,stock,25.0,med_time_horizon,ae4a8561d493e59044a604afc9373649,0,0.6907139495674665,6.736770225387832,32.181547234042554,12.208421757348699,160.90773617021276,61.042108786743505,0.00028767708796123353,0.03497201320773569,188,30.729147340425534,-1.6814,0,52
46,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,28.9948833333,stock,10.0,short_time_horizon,add434bc47375ae53743a6b56e2c63df,0,0.33339019488360894,25.832916094217012,107.97987499999999,197.1643252275164,539.899375,985.8216261375821,0.027373284496320344,0.17067995429148183,128,83.647578125,102.07,0,52
47,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,72.7252833333,stock,20.0,short_time_horizon,9051d9f9b78f807258d7432335ff7c43,0,0.271277356908664,13.678901506382331,154.9618736,1506.1849930539347,774.8093680000001,7530.924965269672,0.005018681926451556,0.04686692704008419,252,27.50804761904762,31.84,1,79
48,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1500.0,short_time_horizon,7bdd363a352211cb6c86cc4546e36eab,0,1500.0,3600.1184727156106,11579.773361526104,3604.8853612566745,57898.866807630526,18024.426806283373,0.004878939253011154,0.09927055824148492,252,11633.597673412698,5537.563900000001,2,79
49,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,long_time_horizon,8cbbe14e0a2faeac7498765fccb13233,0,500.0,94.51967914502049,625.8777991967871,95.35118871016557,3129.3889959839357,476.75594355082785,0.0020061620362611453,0.01716383769235083,252,625.1126984126984,310.52,2,79
50,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.0,stock,50.0,long_time_horizon,f4b2de43279fb7220ed3f014bee205bd,0,50.0,5.1209900008204565,67.1526827309237,131.22769475562407,335.76341365461843,656.1384737781203,-0.0009496065950102618,0.016683549439246718,252,58.9602380952381,-18.389999999999993,2,79
51,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,74.7014,stock,500.0,long_time_horizon,6da8564a58c1be98127895479c8767aa,0,6.604897663715597,792.9826406334162,1364.8844405405405,1817.5645240507895,6824.422202702703,9087.822620253948,0.01883369112965932,0.11962427136346608,111,1242.364127027027,1710.816,0,47
52,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,15.05155,stock,304.0,med_time_horizon,6d68854af5839cdc3451e369d7493f0f,0,18.938980970685076,369.9225335566593,697.8633228395062,457.7168292569424,3489.316614197531,2288.584146284712,0.009954345572015409,0.10269999815728999,162,659.8448413580247,235.62,0,52
53,low_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,2.49836666667,etp,20000.0,short_time_horizon,8e9fba007fda31acc10a7a8034c38894,0,5716.95362597239,45976.80370822937,77522.40567330677,45912.061219473944,387612.02836653386,229560.30609736973,0.007577306460046056,0.11454852119999423,252,77650.39964285714,20438.15,0,79
54,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,56.1876166667,stock,5.0,med_time_horizon,f59175fe38f9f5e98853efe6e9caefaa,0,0.08743151562235797,153.08110487832283,692.7940479452054,668.4486427333615,3463.9702397260276,3342.243213666807,0.04896832365279309,0.3709958439506148,146,639.4181575342466,698.1099999999999,0,52
55,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,106.765116667,etp,1000.0,long_time_horizon,0364f794c1630491067963fee08de762,0,9.279440610546116,1451.5829997411226,4581.244796460177,1557.1200548740424,22906.223982300886,7785.600274370213,0.0361526248584182,0.37576531786404954,113,4685.930973451327,4335.94,7,42
56,low_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,20.4975666667,stock,100.0,short_time_horizon,6728e2c4d84d71c182e10b2799e4f306,0,4.6516892609479035,178.46840106675896,426.408972,181.94654170612645,2132.04486,909.7327085306323,0.02691541176287391,0.32311493313325096,252,421.07940476190475,344.25,1,79
57,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,31.1774333333,etp,200.0,med_time_horizon,f25fe89878348b1c81cb864d590bce09,0,6.215536146974863,571.5019195990606,6252.56904016,794.4464781261979,31262.845200800002,3972.2323906309894,0.0008926271913009562,0.009207835521760662,252,6303.150873015873,1337.4900000000007,1,79
58,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,23.1584,stock,500.0,long_time_horizon,26c361b6af7464bab75bd55b91860b6e,0,20.696734883104842,1073.2391261007517,5802.89615032,1107.2633027595946,29014.4807516,5536.316513797973,0.002520458832993753,0.02635939343090192,252,5829.787361111111,3129.4299999999994,1,79
59,low_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,83.8301333333,stock,200.0,short_time_horizon,056f2bce1aca9b0679e7146134f01f92,0,2.3576527837601566,38.90110712664742,344.37560091743126,218.80398220605665,1721.878004587156,1094.019911030283,0.0415840300150955,0.37048948594352665,109,306.3533669724771,260.16,116,52
60,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,10.7370833333,stock,19.38,short_time_horizon,8f7bcd197e3ebb65a4780a502ea1b1c0,0,1.651176825593102,12.805973739988318,112.6389924,351.29738484123186,563.194962,1756.4869242061588,0.0019051806202350279,0.011779868575664008,252,90.37959642857143,39.2295,1,79
61,high_risk_tolerance,good_investment_exp,not_important_liq_need,Android,2.76991666667,stock,50.0,med_time_horizon,95336f00a24e792903c47057b0ade7fa,0,13.262892636872378,579.3284744678275,781.789887854251,1085.6785541093263,3908.949439271255,5428.392770546633,0.09281861153879857,0.8646558194653625,249,736.9350144578314,-1256.2099999999998,1,79
62,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,33.3147333333,stock,1000.0,med_time_horizon,18ea38b0190c952a917f9c2a7a38a603,0,29.14200120067876,147.97661817581303,733.04719832,284.9247287147893,3665.2359916,1424.6236435739463,-0.00041960226813940254,0.06988813886324942,252,710.2170515873015,-387.18,1,79
63,low_risk_tolerance,good_investment_exp,very_important_liq_need,Android,5.60391666667,stock,500.0,short_time_horizon,5d26092b40d2a8cd5b8eb9523f5f6bff,0,75.7126452735999,203.6254961826827,313.36359832402235,308.1813971825108,1566.8179916201118,1540.9069859125545,-0.004404945943528922,0.061030491448020946,179,290.57553072625694,-400.0,0,52
64,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,19.7094333333,stock,100.0,short_time_horizon,5c4103eba2ef8e35baa57bace49d758c,0,4.828717347818673,0.7260944464573156,141.91394719101123,507.61341808902614,709.5697359550562,2538.0670904451326,-0.0002894631422939122,0.004809712106588545,178,97.56503033707864,-5.340900000000005,0,52
65,low_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,13.6891333333,stock,1000.0,short_time_horizon,f4a6535024dc234560e24949d05ce02c,0,68.07753577489954,53957.75767651345,43498.61548055777,47351.989655627425,217493.07740278883,236759.9482781371,0.05968124618297729,0.46721482757064,252,43634.44192142857,41959.9197,0,79
66,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,19.7995666667,stock,100.0,med_time_horizon,41d53694c5f8c3fcc589306f6ce28c6d,0,4.807792470027729,18375.92811571889,29023.954397848607,18421.67260364311,145119.77198924302,92108.36301821555,0.009605140636146453,0.0747679704607296,251,29421.91185936255,41827.04,0,79
67,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,4.3,stock,5.0,long_time_horizon,28e81aeb3bd9524fdbd8cd381293517e,0,0.9433962264150944,1227.2069626055838,2175.6989528,1211.5954074523652,10878.494764000001,6057.977037261826,0.009478640589688198,0.042325402002472916,252,2177.120357142857,3647.3095,1,79
68,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,1e2e6e16a4ccf9d644c97007cf5ebe28,0,100.0,6.073795487886616,41.09413694779116,9.620133953951381,205.4706847389558,48.1006697697569,-0.001427547520489844,0.026276222828574614,252,40.681867063492064,-19.474000000000004,2,79
69,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,16.145,stock,50.0,long_time_horizon,38195e2a4838bff7fed7bd3297194bf3,0,2.916302128900554,312.8529354929433,508.09282758620685,926.2822566376827,2540.464137931034,4631.411283188413,0.40375491160621996,1.4915414432710346,29,224.66586206896554,2.210000000000001,91,13
70,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,11.7963166667,stock,1500.0,long_time_horizon,03533bd0bbc4abd794ad22835d993082,0,117.22123163015081,205.6250615433383,862.89633056,204.5237226199611,4314.4816528,1022.6186130998055,-0.0027465573624442024,0.049883187539909,252,864.4380682539683,-728.6999999999998,1,79
71,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,long_time_horizon,db4fefb04bba4bf2ab71aba2716abe35,0,10.0,169.41581129663163,424.9957991967871,140.6629087367133,2124.978995983936,703.3145436835664,0.002072432977378608,0.08704212496180797,252,430.94920634920635,-865.0900000000001,2,79
72,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,41.2887833333,stock,100.0,short_time_horizon,494cc4ec82bb40a48b86f752be56e7b1,0,2.3646932382009607,38.01134030828001,203.509464,73.67894840107793,1017.54732,368.39474200538973,-0.0010183893103530481,0.025507239771011214,252,200.03333333333333,-67.63999999999999,1,79
73,low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,33.7029166667,stock,10.0,short_time_horizon,9c0a78efe3331efaf8903769921e60ca,0,0.2881602170804201,4.15857847527166,101.48111216,851.4216013340414,507.40556080000005,4257.108006670208,0.0004761717419202125,0.03154264955351626,252,34.62173968253968,-0.14000000000000057,1,79
74,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,40.5918333333,etp,1500.0,short_time_horizon,a541737b5ce39d1cac27952aae426b03,0,36.06477233113557,242.21734812864165,2895.364395853658,354.37041408213247,14476.821979268292,1771.8520704106622,0.006397380947378644,0.08127282084150438,164,2901.9865243902436,1565.81,35,52
75,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,16.1373833333,etp,500.0,med_time_horizon,c573cbab130f864ad1a3a80e97c95332,0,29.175982720094716,329.6152811771695,318.8309590361446,320.3906269718994,1594.1547951807229,1601.9531348594971,0.016181307465189847,0.29866301490639774,252,317.34952698412695,89.85999999999999,2,79
76,med_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,31.5684333333,stock,500.0,short_time_horizon,2b14f5c66d2b16ff7aef2b2991d2e389,0,15.352288975127605,25237.709360035988,12132.572501593626,24488.68795167564,60662.86250796812,122443.43975837821,0.02596026968329698,0.13112558922004575,251,12721.285951792828,74845.08,0,79
77,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,16.8940833333,stock,10.0,short_time_horizon,2a5c2c3397fd6a3b7cbe6d7e66cefdac,0,0.5588439381742734,4.603174019543024,23.112831999999997,38.71824851384391,115.56416,193.59124256921956,-0.0015530886611326118,0.03705785011047964,252,19.62253968253968,-8.160000000000002,1,79
78,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,2000.0,short_time_horizon,92d7fcd6f40b6d156400003c20f2d927,0,2000.0,326.9103909908491,2312.8571485943776,566.2875686867677,11564.285742971888,2831.4378434338387,0.0016827032309950684,0.010982065890616288,252,2284.5256746031746,949.6400000000001,2,79
79,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,21.7370333333,stock,10.49,short_time_horizon,94ca511432e37f4ee004c7efe5928b9e,0,0.4613618604603376,11.354428716175686,88.82773148148148,406.82472569848807,444.1386574074074,2034.123628492441,0.003576608555835102,0.03915042249760724,216,60.54421296296296,35.31999999999999,43,79
80,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,255.079433333,stock,100.0,short_time_horizon,de6263af9d5d18790896379341185287,0,0.39050383194952726,63.56343922843741,551.2343180991736,86.16179961388502,2756.171590495868,430.8089980694251,0.02902106381875412,0.43812138517717686,242,544.8363347107438,578.6899999999999,1,79
81,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,2a817f4309fc5ccc48a12c230323b8e4,0,200.0,70.81745145763432,275.0100287550201,425.5674813800853,1375.0501437751004,2127.8374069004267,-0.001406955286097801,0.030355389977991108,252,248.94629444444445,-139.022,2,79
